"Acquisition_Date","Site","Description","Passwords"
"2018-01-05T00:00:00Z","Supras Core","At an unconfirmed date, Supras Core's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being privately shared on the internet.","78477"
"2018-04-23T00:00:00Z","Racine Unified School District","At an unconfirmed date, Racine Unified School District's database was allegedly breached. The stolen data contains usernames, passwords, and email addresses. This breach is being publicly shared on the internet.","112"
"2018-04-06T00:00:00Z","Customer Service and Retail Jobs","At an unconfirmed date, Customer Service and Retail Jobs's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being privately shared on the internet.","156063"
"2018-04-17T00:00:00Z","Omelete","At an unconfirmed date, Omelete's database was allegedly breached. The stolen data contains usernames, passwords and additional personal information. This breach is being privately shared on the internet.","181339"
"2018-04-06T00:00:00Z","Machine Front Network","In October 2016, Machine Front Network's database was allegedly breached. The stolen data contains usernames, IPs, passwords, salts, and email addresses. This breach is being privately shared on the internet.","22657033"
"2018-01-20T00:00:00Z","Modell Kit","At an unconfirmed date, Modell Kit's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being publicly shared on the internet.","886"
"2018-01-20T00:00:00Z","Jedonnetout","At an unconfirmed date, Jedonnetout's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being privately shared on the internet.","14428"
"2018-01-15T00:00:00Z","The International Community of Abcguionistas","At an unconfirmed date, The International Community of Abcguionistas's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being publicly shared on the internet.","16373"
"2018-01-20T00:00:00Z","Scientific-Meeting","At an unconfirmed date, Scientific-Meeting's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being publicly shared on the internet.","3481"
"2018-01-20T00:00:00Z","MWonline.de","At an unconfirmed date, MWonline.de's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being publicly shared on the internet.","14323"
"2018-01-20T00:00:00Z","Mdsoft Int","At an unconfirmed date, Mdsoft Int's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being publicly shared on the internet.","14073"
"2017-11-17T00:00:00Z","TEFLINK","At an unconfirmed date, TEFLINK's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being privately shared on the internet.","12965"
"2018-01-20T00:00:00Z","URL Cloaker","At an unconfirmed date, URL Cloaker's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being publicly shared on the internet.","14238"
"2018-01-20T00:00:00Z","Jornal.us","At an unconfirmed date, Jornal.us's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being publicly shared on the internet.","13824"
"2017-11-17T00:00:00Z","BMC Records","At an unconfirmed date, BMC Records's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being privately shared on the internet.","840"
"2018-04-12T00:00:00Z","Aktrecords","At an unconfirmed date, Aktrecords's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being publicly shared on the internet.","1171"
"2018-01-20T00:00:00Z","Agroland","At an unconfirmed date, Agroland's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being publicly shared on the internet.","785"
"2018-01-20T00:00:00Z","Thailand Super Series","At an unconfirmed date, Thailand Super Series's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being publicly shared on the internet.","11852"
"2018-01-04T00:00:00Z","Mauro Pascoli","At an unconfirmed date, Mauro Pascoli's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being privately shared on the internet.","14918"
"2018-01-20T00:00:00Z","Boris Miksic","At an unconfirmed date, Boris Miksic's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being publicly shared on the internet.","13861"
"2018-01-20T00:00:00Z","Amlaan","At an unconfirmed date, Amlaan's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being publicly shared on the internet.","12677"
"2018-01-24T00:00:00Z","ComproVendo.it","At an unconfirmed date, ComproVendo.it's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being privately shared on the internet.","18045"
