Entries,Database,Detected Hashing Algorithms,Category,Dump Date,Acknowledged?
765,Darts-League-Software.Com,plaintext,,2017-11,
764,RailNation.it Forum,vB,Gaming,,
764,Foxsportsangola.Com,plaintext,,2017-11,
762,TeamWarfare.com,vB,Gaming,2016-11,
761,CS-GZF.xaa.pl,MD5,Gaming,2012-01,
761,Panic-Booter.info,unknown hashing algorithm,Booter,2012-07,
761,Vulcaneria.pl,MD5,Vehicles - Motorbikes,2012,
757,MCA-Nappes.com,MD5,,2017-10,
757,Scout.org.pe,plaintext,,2017-12,
756,Reroved.com,vB,Gaming,2017-07,
756,Abafest.Com,plaintext,,2017-11,
756,Vintagehockeyforum.com,bcrypt,,,
755,EastCoastTrail.ca,no passwords,Hiking,,
754,Unlimitedquantity.Com,plaintext,,2017-11,
752,Czfa.pl,MD5,Business,2012,
751,BeantownSoftball.com,plaintext,Sports,,
751,Dorotajarema.com,MD5,Music,2012,
751,Bgyellow.Com,plaintext,,2017-11,
750,Woopa.se,MD5,Gambling,,
749,4Historie.pl,MD5,Photography,2012,
749,Ekodzieciak.pl,MD5,Children,2012,
748,Resmiasto.pl,MD5,Uncategorized,2012,
747,Vwpolo-Squad.pl,MD5,Portal,2012,
746,Eham.ru,bcrypt,,,
745,Aton2.com (Buycraft),no passwords,Gaming - Minecraft,2015-12,
745,Deusex.pl,MD5,Gaming - Deus Ex,2012,
745,DreamHost.com,plaintext,Hosting,,
745,Sportsnews24.pl,MD5,Sports,2012,
744,Avtomatpro.Ru,plaintext,,2017-11,
744,Forum.departamenttajemnic.com,MD5,Uncategorized,2012,
744,Top100Arena.com,plaintext,Gaming,,
743,AwesomeForums.net,MyBB,Gaming & Graphics & Cracking,2012-12,
743,Forum.Odzywianie.info.pl,MD5,Health,2012,
742,Siatka.Mielec.pl,MD5,Health,2012,
741,Ged.Kylos.pl,MD5,Uncategorized,2012,
741,Iradiophilly.Com,plaintext,,2017-11,
739,Btc.Rs3.pl,MD5,Uncategorized,2012,
739,M40rifle.com,bcrypt,,,
737,Forum.Oslubie.info.pl,MD5,Uncategorized,2012,
736,Horonumber.Com,plaintext,,2017-11,
735,Kocizakatek.net,MD5,Animals - Cats,2012,
735,Motolublin.pl,MD5,Vehicles,2012,
735,Naszeosiedle.net,MD5,Uncategorized,2012,
734,Pemi.Ayz.pl,plaintext,Uncategorized,2017-11,
731,AFN.AFN.nazwa.pl,MD5,Uncategorized,2012,
731,RevistaHomeTheater.uol.com.br,plaintext,Entertainment,2014-07,
730,Czcross.com,MD5,Uncategorized,2012,
730,Ford-Probe.net,MD5,Vehicles - Cars,2012,
730,Jugend-Konzertchor.De,plaintext,,2017-11,
729,Cng.auto.pl,MD5,Vehicles,2012,
726,Kafejka-Emigracyjna.co.uk,MD5,Food & Drink,2012,
726,Farmchokchai.Com,plaintext,,2017-11,
725,BBS.Xiaoqi7.com,MD5(salt),Social Media,,
725,Rocksnakepoker.Com,plaintext,,2017-12,
724,Bvbc-Online.De,plaintext,,2017-11,
724,Lustigestories.De,plaintext,,2017-11,
723,Huang24.com,plaintext,,2017-11,
723,Brasilmicro.Com.Br,plaintext,,2017-11,
723,Danriveremmaus.Net,plaintext,,2017-11,
722,Forum.Siemens-plm.pl,MD5,Technology,2012,
719,Osiedlelesne.pl,plaintext,Community,2017-12,
719,Summercamp.com,plaintext,,2017-12,
717,Sped.Up.krakow.pl,MD5,Education,2012,
717,TruckNation.net Forum,vB,Vehicles,2015-11,
715,Forum-Brukarskie.pl,MD5,Infrastructure,2012,
715,Asianweddingsdirectory.com,plaintext,,2017-11,
714,Southernselectautosales.com,plaintext,,2017-12,
713,Woodtecpro.Com,plaintext,,2017-12,
712,Oishasan.Jp,plaintext,,2017-11,
711,Visdomsnettet.Dk,plaintext,,2017-12,
711,Academic.cmru.ac.th,plaintext & no passwords,,,
708,AnonJDB,MD5,Hacking - Malware,2012-07,
708,CyberDeathSquad.com,SHA-1(salt),Gaming,2015-11,
707,Welovechicken.co.uk,plaintext,,2017-12,
706,RS-PS.org,SHA-1,Gaming - RuneScape,2014-01,
703,PSLRecruitmentServices.com,plaintext,Employment,,
703,Vintagevolkswagen.pl,MD5,Cars - Vehicles,2012,
700,Mibrideguide.Com,plaintext,,2017-11,
699,Hayate.pl,MD5,Manga,2012,
698,Forum.Pctown.pl,MD5,Technology,2012,
698,Salsanet.nl,plaintext,Entertainment,2016-10,
698,Testauto.ru,plaintext,,2017-12,
697,Pickupklub.pl,MD5,Vehicles - Cars,2012,
697,RailNation.tr Forum,vB,Gaming,,
697,Symbinatur.Com,plaintext,,2017-12,
696,Mybizpeople.com,plaintext,,2017-11,
695,Black-World.ru,base64(SHA1($pass)),Gaming,2016-06,
695,Chillout.net.pl,MD5,General Discussion,2012,
694,NoDeposit.org,vB,Gambling,,
692,Forum.MotoBB.com,MD5,Accommodation,2012,
692,Austin.com.tw,plaintext,,2017-11,
692,Ultimo-Kiel.de,plaintext,,2017-12,
690,AllPoker.ro,bcrypt,Gambling,2014-08,
689,GhostGen.de,plaintext,Shopping,2016-11,
689,He.com.pl,MD5,Portal,2012,
689,HostBooter.com,plaintext,Booter,,
689,Motobydzia.com,MD5,Vehicles - Motorbikes,2012,
688,CS-Poskile.xaa.pl,MD5,Gaming,2012-01,
688,Thegtasite.pl,MD5,Gaming - Grand Theft Auto,2012,
687,PartyClick.nl,MD5,Entertainment,2016-02,
684,Eh0ax.com,vB & plaintext,Hacking,2011-04,
684,Dealmachines.Com,plaintext,,2017-11,
683,Aminter.co.th,plaintext,Shopping,2016-06,
683,LegitimFight.fr,SHA-256(AuthMe),Gaming - Minecraft,2013-12,
683,Vgo-login.ls,MD5,Uncategorized,,
682,Ouders.nl,no passwords,Parenting,2012-05,
680,E-Francuski.pl,MD5,Language,2012,
680,PKMadness.org,vB,Gaming - RuneScape,,
680,Calabriain.it,plaintext,,2017-11,
679,Polskamordownia.pl,plaintext,Uncategorized,2017-12,
678,Vag-Czewa.pl,MD5,Animals,2012,
677,Face2face.net.pl,MD5,Gaming - Counter Strike,2012,
677,Meeru.Com,plaintext,,2017-11,
677,Ukbedandbreakfasts.co.uk,plaintext,,2017-12,
676,Forum.Klub-Smk.pl,MD5,Vehicles - Cars,2012,
675,Fantasy-Skill.xaa.pl,MD5,Gaming,2011-07,
675,Skechers.com.hk,no passwords,Shopping - Footwear,,
671,Forumwolow.pl,MD5,Uncategorized,2012,
670,Maioricede.pl,MD5,Gaming,2012,
669,SocioScape.net,MyBB,Gaming - RuneScape,,
668,BDumps.su,MD5,Carding,2012-08,
668,Bookcollectorshop.Com,plaintext,,2017-11,
667,AccountGen.co,MD5,Hacking - Account Reseller,2015-07,
667,KnightsReflection.com,MyBB,Gaming - RuneScape,,
667,Hli.Li,plaintext,,2017-11,
666,GuardiansOfHonor,no passwords,Gaming,2014-09,
664,BoutiqueOffBroadway.com,osCommerce,Shopping,2015,
664,Sagamore.com,no passwords,Construction,,
664,SinisterStresser.us,SHA-1,Booter,2018-02,
663,Lightdefenders.pl,MD5,Gaming - World of Warcraft,2012,
663,Operabase.Ch,plaintext,,2017-11,
662,Lugton.Co.Nz,plaintext,,2017-11,
661,Dlrk2012.Dglr.De,plaintext,,2017-11,
661,Stocktrends.Com,plaintext,,2017-12,
659,Karellas.Gr,plaintext,,2017-11,
657,Lugtons.co.nz,plaintext,,2017-11,
656,Muskelbyggning.com,MD5,Health - Fitness,,
656,Landlove.De,plaintext,,2017-11,
655,RASOC.org,vB,Animals,2016-11,
654,TruckNation.ru Forum,vB,Vehicles,2015-11,
654,Mushing.Cz,plaintext,,2017-11,
653,Steelwarriors.pl,MD5,Uncategorized,2012,
652,Forum-Prawne.com.pl,MD5,Law,2012,
651,CS-GoPlay.xaa.pl,MD5,Gaming,2012-08,
651,Forum.premium-contao-themes.com,bcrypt,,,
650,FishingBoard.net,vB,Fishing,2017,
650,Majestic.Webd.pl,MD5,Gaming - Counter Strike,2012,
650,Pichak.net,vB,Portal,2017-02,
649,Snapegranger.pl,MD5,Fanpage,2012,
648,Forum.Bassety.net,MD5,Animals - Dogs,2012,
648,Matkapolka.com.pl,plaintext,Portal,2017-12,
648,Divinity RSPS,IPB,Gaming - RuneScape,,
647,NewYorkEscortsInfo.com,plaintext,Escort Agency,,
646,RobustTest.com,bcrypt,Technology,2016-09,
645,Forum-Ksiazki.Kei.pl,MD5,Books,2012,
645,Bestweekends.Com,plaintext,,2017-11,
642,GetFameNow.Weebly.com,plaintext,Social Media Promotion,,
641,Forum.hauseit.com,bcrypt,,,
640,Carnegiegreenaway.org.uk,plaintext,,2017-11,
639,Oceansouls.pl,plaintext,Music,2017-12,
638,Tuningsquadjaroslaw.pl,MD5,Uncategorized,2012,
638,Ltvb.De,plaintext,,2017-11,
637,Finefragrance.Com,plaintext,,2017-11,
637,Meraevent.Com,plaintext,,2017-11,
635,Cytrusy.net.pl,MD5,Agriculture,2012,
635,Forum.Zslit.pl,MD5,Uncategorized,2012,
632,Eok.Michaeljackson.pl,MD5,Music,2012,
631,Exicon-Intl.com,no passwords,Industry,2013-09,
631,AllCDDVD.com,plaintext,,,
629,Fpl.lu,plaintext,,2017-11,
628,Nemsplace.Co.Uk,plaintext,,2017-11,
626,Fundacjaprima.pl,MD5,Animals - Dogs,2012,
626,Minecrafters.com,MD(Wordpress) & SHA-512,Gaming - Minecraft,2014-03,
626,TopScore-Amsterdam.nl,SHA-1,Sports,2016,
625,Dante.Xon.pl,MD5,Gaming - Star Wars,2012,
625,Slub-Wesele.com,MD5,Portal,2012,
624,Awaken-PS.com Forums,IPB,Gaming - RuneScape,,
624,Mymamy.co.uk,MD5,Children,2012,
623,Bmwfan.pl,MD5,Cars - Vehicles,2012,
623,Nchqw.com,MD5,Entertainment,,
623,PSBackups.com,vB,Gaming,,
622,Xportal.pl,plaintext,Portal,2017-12,
621,Get-PTC.com,MD5,Paid to click,,
621,Hacker-Attack.ru,vB,Hacking,2011-06,
621,Harlech.ac.uk,plaintext (generated),Education,,
620,Forum.Wschodoznawcy.pl,MD5,Education,2012,
619,Undercover.su,IPB,Hacking,2011-10,
619,Bridgerecruit.co.uk,plaintext,,2017-11,
618,LinuxBattle.com,no passwords,Software - Linux,2014-01,
618,UGMuscle.com,vB,Bodybuilding,2016-11,
618,Francepathol.Org,plaintext,,2017-11,
616,RSRClan.com,bcrypt,Gaming - RuneScape,,
616,Thaly.Twojhosting.pl,MD5,Fanpage,2012,
616,Westernsouthland.Co.Nz,plaintext,,2017-12,
615,Mikrus.Livenet.pl,MD5,Uncategorized,2012,
614,ChinaWatches.pl,MD5,Uncategorized,2012,
614,Forum.chotomow.pl,MD5,Community,2012,
614,Forum-Typy.pl,MD5,Gambling,2012,
614,Inphaseforum.com,bcrypt,,,
613,Zakopaneforum.pl,MD5,Community,2012,
613,Nawooel.co.kr,plaintext,,2017-11,
612,KoalaClickers.info,MD5,Paid to click,,
611,Audio-Support.pl,MD5,Uncategorized,2012,
611,Forum.Moto-Friends-Mala.pl,MD5,General Discussion,2012,
611,Old.Straganik.pl,MD5,Gaming - Age of Conan,2012,
611,Yourspeak.pl,MD5,Uncategorized,2012,
610,Vlo.Kwiejce.pl,MD5,Education,2012,
609,Hydropower-Dams.Com,plaintext,,2017-11,
608,FordEscort.pl,MD5,Vehicles - Cars,2012,
608,Ruciane-Nida.org,MD5,Uncategorized,2012,
608,VladimirPoryvaev.ru,no passwords,Precious Metals,,
608,Wojownik.com,plaintext,Sports ,,
607,Hwselect.Com,plaintext,,2017-11,
606,Dokument.com.pl,MD5,Construction,2012,
605,RealCarders.com,vB,Carding,2013,
603,GGServers.com,IPB,Hosting,,
602,Placementhunt.com,plaintext,,2017-12,
601,CB-Polska.pl,MD5,Radio,2012,
601,VitalityRSPS.com,VB,Gaming - RuneScape,2015-03,
600,Anna-Maria-Jopek.com,MD5,Art,2012,
599,Gsmfon.org,MD5,Phones,2012,
599,Rds.Radom.pl,MD5,Uncategorized,2012,
599,TruckNation.cz Forum,vB,Vehicles,2015-11,
598,TruckNation.es Forum,vB,Vehicles,2015-11,
597,TruckNation.fr Forum,vB,Vehicles,2015-11,
597,TruckNation.nl Forum,vB,Vehicles,2015-11,
596,Labradorretriever.com.pl,MD5,Animals - Dogs,2012,
596,TruckNation.it Forum,vB,Vehicles,2015-11,
596,Djoaovi.com.br,plaintext,,2017-11,
594,Wbetfm.Com,plaintext,,2017-12,
593,AddOns-City.info,MD5,Uncategorized,2012,
593,PCCongress.org,MD5,Health,,
593,GTAForumsCentral.com,no passwords,Gaming - Grand Theft Auto,2019-09,
592,Virtuallyacoustic.co.uk,plaintext,,2017-12,
591,Onelive80.pl,MD5,Radio,2012,
590,AK.szczecin.pl,MD5,Vehicles,2012,
590,Superjunior.pl,MD5,Music,2012,
589,TruckNation.pt Forum,vB,Vehicles,2015-11,
589,Fairhotel-Jena.De,plaintext,,2017-11,
588,Ford-Scorpio.pl,MD5,Vehicles - Cars,2012,
588,Raiden.Dmkproject.Net,MD5,,2012,
587,Eropczyce.net,MD5,Uncategorized,2012,
586,143VPN.com,MD5 & IPB,Virtual Private Network,2014-03,
586,Tauriworld.com,MD5,Gaming,2012,
586,Pierwszeliceum.Bedzin.pl,MD5,,2012,
585,Nesedtedoma.Cz,plaintext,,2017-11,
584,Grandepasso.Com.Br,plaintext,,2017-11,
584,Azorestrips.Com,plaintext,,2017-11,
583,Fyfnetwork.com,bcrypt,Porn,2016-03,
583,Brueckenweb.De,plaintext,,2017-11,
582,BewolfClothing.com,plaintext,Clothes,2017,
580,Giliath.eu,MD5,,2012,
579,Babytolove.Com,plaintext,,2017-11,
577,Gorczewska-Park.pl,MD5,Park,2012,
577,Mail.Kpilib.Ru,plaintext,,2017-11,
577,Forum.pixelpointpos.com,VB & bcrypt,,,
574,Buddhismus-Soziales.De,plaintext,,2017-11,
573,BluePark.co.uk,vB,Software,2017-01,
573,Cooled.pl,MD5,Uncategorized,2012,
573,SilberMueller.de,osCommerce,Shopping,2011,
573,WarezCats.com,MD5,Hacking,2012-01,
572,Wholebrainpowercoaching.com,VB & bcrypt,,,
571,Www2143uc.Sakura.ne.jp,plaintext,,2017-12,
570,Smerf.Fero.pl,MD5,Gaming,2012,
570,Asoviva.Jp,plaintext,,2017-11,
568,Forum.Militis.pl,MD5,History,2012,
568,Kanter-Strajk.eu,MD5,Gaming,2012-08,
568,WarnerBros.com,plaintext,Entertainment,,
567,Wrss-Msib.Agh.edu.pl,MD5,Education,2012,
566,Macauyydog.Com,plaintext,,2017-11,
565,DataBendz.com,vB,Gaming,2013-02,
565,Nightshade-Music.de,plaintext,,2017-11,
564,CS-Head.eu,MD5,Gaming,2012-01,
564,Dangerous Business RS (DB-RS.net),IPB,Gaming - RuneScape,2011-12,
564,EDMLife.com,vB,Music,2017,
564,Educacionquimica.info,MD5,Education,2012-11,
563,Ejercito.mil.bo,no passwords,Military,2016-02,
563,Futsalsolution.Com,plaintext,,2017-11,
562,Hackmxforums.com,IPB,Hacking,2013-06,
562,Lumbang.Com,plaintext,,2017-11,
561,TopTenHen.com,bcrypt,Jokes - Pictures,2014-07,
561,Jhealthres.Org,plaintext,,2017-11,
560,Long-Crendon.com,MD5,Tourism,2015-09,
560,Forumoyorkach.Proste.pl,MD5,,2012,
558,GoneGambling.com,vB,Gambling,2017,
557,MyForexForums.com,vB,Trading,2016-11,
557,Aluminyumyapi.com,plaintext,,2017-11,
556,CardRockCafe.cc,plaintext & no passwords,Carding,2014-02,
556,GKH-Shop.de,plaintext,Shopping,2017,
556,Server.115.co.kr,plaintext,,2017-12,
555,NX.net.pl,MD5,TV Series,2012,
554,CrystalArt.ae,base64,Art,2017-03,
554,KingsRealm.org,bcrypt,Gaming,2016-09,
553,Cursortour.ru,plaintext,,2017-11,
552,Sarona.com,plaintext,Shopping - Vehicle Parts,2016-12,
552,Wielerpool.eu,MD5,Gaming,2012,
550,Mutantthailand.com,plaintext,,2017-11,
549,BMWDrivers.pl,MD5,Vehicles - Cars,2012,
549,Forum.Lublinianka.Net,MD5,,2012,
548,Forum.Dlapolski.pl,MD5,Politics,2012,
548,Pontiacffa.org,MD5,Uncategorized,2012,
548,Chatcharts.De,plaintext,,2017-11,
547,Metin2 (Italy),MySQL4.1/MySQL5+,Gaming,2013-09,
547,Icpig2013.Net,plaintext,,2017-11,
546,HatayCenter.com,MD5(Wordpress),Travel,2017-06,
545,Forum.Jarbit.com.pl,MD5,Business,2012,
545,Pyc.Fr,plaintext,,2017-12,
545,Nightshade-Shop.com,plaintext,,2017-11,
543,EnderCraft.BuyCraft.net,no passwords,Gaming - Minecraft,2015-12,
543,HnunLockers.com,MD5,Mobile Unlocking,,
543,Ps-Electronic.com,plaintext,Technology,2017-12,
543,Jeep-Manual.ru,plaintext & no passwords,,,
543,Espritdesign.pl,MD5,,2012,
542,Forum.Miastenia.Vel.pl,MD5,,2012,
542,Nafahat.net,MD5,Uncategorized,,
542,Gaming.com.tw,plaintext,,2017-11,
541,Nightshade-Magazin.De,plaintext,Magazine,2017-11,
541,SmoothStreams.tv Email Addresses,no passwords,Streaming,,
540,CryptoBoard.org,MyBB,Cryptocurrency,2015-05,
539,Ekonomia-Uek.Ayz.pl,MD5,Economics,2012,
539,Familychildcaretaxes.com,plaintext,,2017-11,
538,RouterSlap.com,plaintext,Booter,2016-11,
538,Vysivaniberuska.cz,MD5,Shopping,2012,
538,Akagera.pl,MD5,,2012,
537,Chrisbooks.Co.Uk,plaintext,,2017-11,
537,Cfctn.org,plaintext,,2017-11,
536,Alnasrll.Com,plaintext,,2017-11,
535,StresssTop.com,no passwords,Health,,
533,Soldier-Frag.pl,MD5,Gaming,2012-05,
533,Mobile.Ratexpics.Com,plaintext,,2017-11,
532,IronSoft.pl,MD5,Software,2012,
532,Killing-Spree.eu,MD5,Gaming,2012,
531,Tdiracing.pl,MD5,Car Racing,2012,
531,Lanos.com.pl,MD5,,2012,
531,Campuscci.Fr,plaintext,,2017-11,
531,Hoststudent.Co.Uk,plaintext,,2017-11,
531,Stmbmwplock.pl,MD5,,2012,
530,Oserv.fr,IPB,Hosting,2015-10,
530,RichBoysClub.net,plaintext,General Discussion,,
529,AfDSachsen.de,no passwords,Education,2014-10,
528,CampGroundMaster.com,vB,Software,2017,
527,Izhmoto.pl,MD5,,2012,
526,Tastecom.Com.Tw,plaintext,,2017-12,
525,Chibabogu.com,osCommerce,Shopping,2008,
522,Glu.3Px.pl,MD5,Gaming,2012,
522,HondaTeamToRun.pl,MD5,Vehicles - Cars,2012,
522,Zlotylot.pl,MD5,,2012,
522,Reiki.Fc.pl,MD5,,2012,
521,Budget.go.ug,MD5 & plaintext,Government Records,2015-12,
521,Forum.Mugen-S.pl,MD5,Gaming - M.U.G.E.N,2012,
521,Rxklub.pl,MD5,Vehicles - Cars,2012,
521,TargetCP.com,plaintext,Magazine - Technology,2011-10,
520,Dreryk.pl,MD5,Software,2012,
519,Radwanskie.Net,MD5,,2012,
518,Infodisperu.org,plaintext,Community,2017-11,
518,Staraczki.pl,MD5,Children,2012,
518,Commersul.Com.Br,plaintext,,2017-11,
517,Cbr-Xx.pl,MD5,Vehicles - Motorbikes,2012,
517,CS-Live.xaa.pl,MD5,Gaming,2013-01,
512,Playnwin.se,MD5,Gaming,,
512,Highlander-community.com,bcrypt,,,
511,BookzBuy.com,MySQL,Reading,2014-02,
511,Chatul.pl,MD5,Animals,2012,
511,CS-Sacred.com.pl,MD5,Uncategorized,2012,
511,Union-District.cc,vB,Hacking,2011-10,
511,DTapClinic.com,bcrypt,Health,,
510,Ae0.Ksiezyc.pl,MD5,Vehicles - Cars,2012,
510,CS-piskistyl.pl,MD5,Gaming,2012,
510,Forum.4af.pl,MD5,Gaming,2012,
510,Topesoterik.com,MD5($salt.$pass),Superstition,,
510,Unifydatacenter.com,plaintext,,2017-12,
509,Vwnowystaw.pl,MD5,Uncategorized,2012,
508,SwissFaking.net,plaintext,Carding,2011-11,
508,ULFencing.net,vB,Sports - Fencing,2017,
507,Fanklubcoelho.pl,MD5,Fanpage,2012,
507,MCWorlds.pro,SHA-1,Gaming - Minecraft,2016-03,
507,Uiq3.com.pl,plaintext,Uncategorized,2017-12,
507,Carlist.Com,plaintext,,2017-11,
506,Rzecznikprasowy.pl,MD5,Portal,,
505,Lastenclave.pl,plaintext,Uncategorized,2017-12,
504,Okocimski.brzesko.net.pl,MD5,Sports - Football,2012,
504,Herbsforhealing.Org.Uk,plaintext,,2017-11,
503,AELFC.com,no passwords,Sports - Football,2012,
503,Nlcgniezno.com,MD5,Vehicles - Motorbikes,2012,
503,Photomat.Eu,plaintext,,2017-12,
501,MCHub.ca,WHMCS,Gaming - Minecraft,2015-07,
500,Akwarystyczne.info,MD5,Aquariums,2012,
499,C0rrupt.org,phpBB,Hacking,2014-06,
499,Cbradio.Szczecin.pl,MD5,Radio,2012,
499,Clan-Amok.org,SHA-1,Health - Medicine,2013-01,
499,D3tc.pl,MD5,Gaming - Diablo,2012,
499,TuningTeam.Tarnow.pl,MD5,Vehicles - Cars,2012,
498,Star-People.nl,MD5(phpBB3),News,2018-07,
498,Whitemischiefbridal.co.uk,plaintext,,2017-12,
497,Comunidadebrasileiradeatlanta.com,plaintext,Community,2017-11,
497,Orzysz.org.pl,plaintext,Community,2017,
497,StageGen.net,MD5,Hacking - Account Reseller,2016-05,
497,Acpmuzillac.fr,plaintext,,2017-11,
497,Veloclublanguidic.fr,plaintext,,2017-12,
496,Elszogun.Art.pl,MD5,Art,2012,
496,Proya9.com,MD5,Shopping,2013-02,
496,RomeItalyEscorts.com,plaintext,Escort Agency,,
496,Athle-Theix.fr,plaintext,,2017-11,
496,Modultecnics.Com.Ar,plaintext,,2017-11,
496,Sierraothg.com,bcrypt,,,
495,Ahlulbait.Org,plaintext,,2017-11,
494,Gryfmaraton-Mtb.pl,MD5,Sports - Cycling,2012,
493,AK-centrum.pl,MD5,Vehicles,2012,
493,Dvbt.Xt.pl,MD5,Uncategorized,2012,
493,Noctalia.fr,MD5,Gaming - Minecraft,2016-08,
493,Symplex.com.pl,MD5,Business,2012,
492,Gumisie.Muonline.eu,MD5,Gaming,2012,
492,Rrclub.pl,MD5,Animals - Dogs,2012,
492,AGNSmartphone.com,no passwords & plaintext,,,
490,Frag-House.pl,MD5,Gaming,2012-01,
490,SuperMENSA.org,vB,Uncategorized,2017,
489,WebSancharIndia.com,MD5($salt.$pass),Hosting,2015-12,
488,Uzs-Footy.com,plaintext,Sports - Football,2016-07,
487,KingTS3.fr,MD5,Hosting - TeamSpeak,2016-09,
487,Localcars.pt,plaintext,Vehicles - Cars,2017-11,
487,Soa4j.com,plaintext,Coding - Java,2016-01,
486,DeHaanAdviseur.nl,plaintext,Security,2018-07,
486,Shopup.dk,plaintext,Shopping,2017-12,
485,Drzewiecki-Design.net,MD5,Design,2012,
485,Forum.Kujawskiportal.pl,MD5,Portal,2012,
484,Rodzinajadwigiwawelskiej.pl,MD5,Education,2012,
483,Guestranches.Com,plaintext,,2017-11,
482,Forumodszkodowan.pl,MD5,Uncategorized,2012,
482,Krewetkiwakwarium.pl,MD5,Aquariums,2012,
482,Forums.CataclysmUO.com,VB,Gaming - Ultima Online,2019-06,
481,402m.se,plaintext,Car Racing,,
481,BeachCruiser.pl,MD5,Vehicles - Cars,2012,
481,TBC.Atlantis.eu,MyBB,Uncategorized,2018-01,
481,Partners.Gr.jp,plaintext,,2017-12,
480,CpCareers.com,plaintext & no passwords,Employment,,
480,DarkCPPS.web44.net,MD5,Gaming - Club Penguin,2011-09,
479,RealExpose.com,plaintext,Real Estate,2016-02,
477,Naszeaudio.pl,bcrypt,,,
476,Ams.bdl.pl,MD5,Uncategorized,2012,
475,Foto.Forumslubne.pl,MD5,Photography,2012,
475,Sekrety-Kobiety.pl,MD5,Shopping,2012,
474,Decoriamt2.eu,IPB,Gaming,2017-06,
474,Kobi123d.LinuxPL.info,MD5,Uncategorized,2012,
473,Samotnosc-Forum.Waw.pl,MD5,Uncategorized,2012,
472,Niezaleznarabka.com,plaintext,Community,2017-12,
471,Disquantique.com,MD5,Shopping - Music Hardware,,
471,Omega-Network.fr PayPal Transactions,no passwords,Gaming - Minecraft,2015-03,
471,Ventoux-Immobilier.fr,plaintext,,2017-12,
470,Lutnictwo.Peterwebs.pl,plaintext,Uncategorized,2017-12,
469,RedInvasion.pl,MD5,Gaming,2012-06,
469,SnailCP.co.nr,plaintext,Gaming - Club Penguin,2011-10,
468,CrackingMafia.io,MyBB,Cracking,2018-01,
465,Grand-Cherokee.org.pl,MD5,Vehicles - Cars,2012,
465,UltimateHomeDesign.com,plaintext,Magazine - Design,2013-05,
464,PathFinder-AirSoft.com,vB,Sports,2017,
463,PokeBoot.com,SHA-1,Booter,2013-01,
462,Blood-Cheats.net,vB,Gaming,2014-05,
462,Nopress.it,plaintext,,2017-11,
460,Wartagoldena.org.pl,MD5,Animals - Dogs,2012,
459,Support.Grupy-Dyskusyjne.pl,MD5,Uncategorized,2012,
459,Wrath.pl,MD5,Uncategorized,2012,
458,ChelseaPoland.org,MD5,Sports - Football,2012,
458,Forum.Mlodziez.bernardyni.pl,MD5,Religion,2012,
458,Prorock.eu,MD5,Radio,2012,
458,Mrlang.ru,plaintext,,2017-11,
457,Fas.edu.pl,MD5,Education,2012,
457,JaysBooter,SHA-1,Booter,2012-12,
457,Auto4motion.de,plaintext,,2017-11,
457,Cb-Pomorze.pl,MD5,,2012,
457,T-Club.De,plaintext,,2017-12,
456,Forumspadkowe.pl,MD5,Law,2012,
456,Frontwschodni.org,MD5,Firearms,2012,
456,Wafp.Cal.pl,MD5,,2012,
455,Szoferzy.com.pl,MD5(phpBB3),Uncategorized,2009-03,
454,Forum.gonemoab.com,VB & bcrypt,,,
453,Akwapodlasie.org,MD5,Aquariums,2012,
453,Forum.Rowery.Rzeszow.pl,MD5,Vehicles - Bikes,2012,
453,Notorious317.com,vB,Gaming - RuneScape,,
452,Centrumstawki.plsq.pl,MD5,Uncategorized,2012,
452,ForumFot.pl,MD5,Photography,2012,
449,And-tech.pl,MD5,Technology,2012,
449,Forum.Suchylas.net,MD5,Uncategorized,2012,
449,MarriageAdvice.com Forum,vB,Marriage Advice,,
449,Portalda25.Com.Br,plaintext,,2017-12,
448,Komunikacja.org,MD5,Community,2012,
448,Lineaklubpolska.pl,MD5,Vehicles - Cars,2012,
448,Moto-Przemysl.info,MD5,Vehicles,2012,
447,CSrps.pl,MD5,Gaming,2012,
447,Mx-3.pl,MD5,Vehicles - Cars,2012,
447,Casinova.Jp,plaintext,,2017-11,
447,Renaultsafrane.eu,MD5,,2012,
446,Adom.phx.pl,MD5,Uncategorized,2012,
446,Yazmalar.gov.tr,MD5,Government,2016-07,
446,Forum.Martel.pl,MD5,,2012,
446,Forum.Nadarzyn.info.pl,MD5,,2012,
445,Busse-Reitsport.De,plaintext,,2017-11,
444,L-Body.jp,plaintext,,2017-11,
442,CallDubaiEscorts.com,plaintext,Escort Agency,,
440,NSA.gov (National Security Agency),no passwords,Government,,
440,Ogrodciszy.pl,MD5,Books,2012,
439,Atvzone.O12.pl,MD5,Uncategorized,2012,
439,Ogrodzieniec.Net,MD5,,2012,
438,Lubawa.pl,MD5,Education,2012,
438,Macduffeverton.Com,plaintext,,2017-11,
435,Fpdrivers.org,MD5,Software,2012,
435,Slubne-Forum.pl,MD5,Weddings,2012,
434,WarFury.fr,plaintext,Gaming - Minecraft,2015-12,
433,Destined-Reality.com,IPB,Art - Graphics,2017-06,
